noisy_romaji	kanji	clean_romaji	typo_distance	romaji_style	is_partial	partial_len	tokenized	language_segments	has_en_words
o	本	ho	1	hepburn	1	2	o本		0
y	本	ho	2	hepburn	1	2	y本		0
hllo	本	ho	3	hepburn	1	2	hllo本		0
hon	本	hon	0	kunrei	0	0	hon本		0
hpn	本	hon	1	kunrei	0	0	hpn本		0
nion	本	hon	2	kunrei	0	0	nion本		0
bol	本	hon	3	kunrei	0	0	bol本		0
ho	本	ho	0	kunrei	1	2	ho本		0
hok	本	ho	1	kunrei	1	2	hok本		0
ph	本	ho	2	kunrei	1	2	ph本		0
ohg	本	ho	3	kunrei	1	2	ohg本		0
h	本	h	0	kunrei	1	1	h本		0
n	本	h	1	kunrei	1	1	n本		0
hj	本	h	2	kunrei	1	1	hj本		0
v	本	h	3	kunrei	1	1	v本		0
hon	本	hon	0	waapuro	0	0	hon本		0
hobn	本	hon	1	waapuro	0	0	hobn本		0
hjon	本	hon	2	waapuro	0	0	hjon本		0
hiho	本	hon	3	waapuro	0	0	hiho本		0
hon	本	hon	0	waapuro	1	3	hon本		0
bon	本	hon	1	waapuro	1	3	bon本		0
uon	本	hon	2	waapuro	1	3	uon本		0
	本	hon	3	waapuro	1	3	本		0
ho	本	ho	0	waapuro	1	2	ho本		0
o	本	ho	1	waapuro	1	2	o本		0
uhlo	本	ho	2	waapuro	1	2	uhlo本		0
ohbn	本	ho	3	waapuro	1	2	ohbn本		0
yomu	読む	yomu	0	hepburn	0	0	yomu読む		0
yomh	読む	yomu	1	hepburn	0	0	yomh読む		0
yojmhu	読む	yomu	2	hepburn	0	0	yojmhu読む		0
ylu	読む	yomu	3	hepburn	0	0	ylu読む		0
yom	読む	yom	0	hepburn	1	3	yom読む		0
yo	読む	yom	1	hepburn	1	3	yo読む		0
onm	読む	yom	2	hepburn	1	3	onm読む		0
ly	読む	yom	3	hepburn	1	3	ly読む		0
y	読む	y	0	hepburn	1	1	y読む		0
h	読む	y	1	hepburn	1	1	h読む		0
w	読む	y	2	hepburn	1	1	w読む		0
tb	読む	y	3	hepburn	1	1	tb読む		0
yomu	読む	yomu	0	kunrei	0	0	yomu読む		0
yomi	読む	yomu	1	kunrei	0	0	yomi読む		0
gyoum	読む	yomu	2	kunrei	0	0	gyoum読む		0
m	読む	yomu	3	kunrei	0	0	m読む		0
yom	読む	yom	0	kunrei	1	3	yom読む		0
gyom	読む	yom	1	kunrei	1	3	gyom読む		0
ymj	読む	yom	2	kunrei	1	3	ymj読む		0
l	読む	yom	3	kunrei	1	3	l読む		0
y	読む	y	0	kunrei	1	1	y読む		0
g	読む	y	1	kunrei	1	1	g読む		0
ju	読む	y	2	kunrei	1	1	ju読む		0
aq	読む	y	3	kunrei	1	1	aq読む		0
yomu	読む	yomu	0	waapuro	0	0	yomu読む		0
ykmu	読む	yomu	1	waapuro	0	0	ykmu読む		0
ykoju	読む	yomu	2	waapuro	0	0	ykoju読む		0
yjmkou	読む	yomu	3	waapuro	0	0	yjmkou読む		0
yomu	読む	yomu	0	waapuro	1	4	yomu読む		0
youm	読む	yomu	1	waapuro	1	4	youm読む		0
goum	読む	yomu	2	waapuro	1	4	goum読む		0
ou	読む	yomu	3	waapuro	1	4	ou読む		0
y	読む	y	0	waapuro	1	1	y読む		0
u	読む	y	1	waapuro	1	1	u読む		0
j	読む	y	2	waapuro	1	1	j読む		0
tt	読む	y	3	waapuro	1	1	tt読む		0
shiken	試験	shiken	0	hepburn	0	0	shiken試験		0
hiken	試験	shiken	1	hepburn	0	0	hiken試験		0
sgikebn	試験	shiken	2	hepburn	0	0	sgikebn試験		0
jsike	試験	shiken	3	hepburn	0	0	jsike試験		0
shike	試験	shike	0	hepburn	1	5	shike試験		0
shije	試験	shike	1	hepburn	1	5	shije試験		0
shkek	試験	shike	2	hepburn	1	5	shkek試験		0
sike	試験	shike	3	hepburn	1	5	sike試験		0
shik	試験	shik	0	hepburn	1	4	shik試験		0
shki	試験	shik	1	hepburn	1	4	shki試験		0
hsk	試験	shik	2	hepburn	1	4	hsk試験		0
sj	試験	shik	3	hepburn	1	4	sj試験		0
siken	試験	siken	0	kunrei	0	0	siken試験		0
sikren	試験	siken	1	kunrei	0	0	sikren試験		0
siek	試験	siken	2	kunrei	0	0	siek試験		0
mien	試験	siken	3	kunrei	0	0	mien試験		0
s	試験	s	0	kunrei	1	1	s試験		0
d	試験	s	1	kunrei	1	1	d試験		0
e	試験	s	2	kunrei	1	1	e試験		0
zxz	試験	s	3	kunrei	1	1	zxz試験		0
si	試験	si	0	kunrei	1	2	si試験		0
ai	試験	si	1	kunrei	1	2	ai試験		0
sii	試験	si	2	kunrei	1	2	sii試験		0
q	試験	si	3	kunrei	1	2	q試験		0
shiken	試験	shiken	0	waapuro	0	0	shiken試験		0
shikren	試験	shiken	1	waapuro	0	0	shikren試験		0
shkidn	試験	shiken	2	waapuro	0	0	shkidn試験		0
ehienb	試験	shiken	3	waapuro	0	0	ehienb試験		0
shiken	試験	shiken	0	waapuro	1	6	shiken試験		0
shike	試験	shiken	1	waapuro	1	6	shike試験		0
shkken	試験	shiken	2	waapuro	1	6	shkken試験		0
gsken	試験	shiken	3	waapuro	1	6	gsken試験		0
shik	試験	shik	0	waapuro	1	4	shik試験		0
sik	試験	shik	1	waapuro	1	4	sik試験		0
si	試験	shik	2	waapuro	1	4	si試験		0
ghski	試験	shik	3	waapuro	1	4	ghski試験		0
kekka	結果	kekka	0	hepburn	0	0	kekka結果		0
kejka	結果	kekka	1	hepburn	0	0	kejka結果		0
kekka	結果	kekka	2	hepburn	0	0	kekka結果		0
jkelak	結果	kekka	3	hepburn	0	0	jkelak結果		0
kekka	結果	kekka	0	hepburn	1	5	kekka結果		0
kekka	結果	kekka	1	hepburn	1	5	kekka結果		0
kska	結果	kekka	2	hepburn	1	5	kska結果		0
kkekka	結果	kekka	3	hepburn	1	5	kkekka結果		0
ke	結果	ke	0	hepburn	1	2	ke結果		0
ek	結果	ke	1	hepburn	1	2	ek結果		0
kewq	結果	ke	2	hepburn	1	2	kewq結果		0
k	結果	ke	3	hepburn	1	2	k結果		0
kekka	結果	kekka	0	kunrei	0	0	kekka結果		0
kekoa	結果	kekka	1	kunrei	0	0	kekoa結果		0
krekka	結果	kekka	2	kunrei	0	0	krekka結果		0
jkekkwaq	結果	kekka	3	kunrei	0	0	jkekkwaq結果		0
ke	結果	ke	0	kunrei	1	2	ke結果		0
le	結果	ke	1	kunrei	1	2	le結果		0
emk	結果	ke	2	kunrei	1	2	emk結果		0
z	結果	ke	3	kunrei	1	2	z結果		0
kekka	結果	kekka	0	kunrei	1	5	kekka結果		0
jkekka	結果	kekka	1	kunrei	1	5	jkekka結果		0
kekms	結果	kekka	2	kunrei	1	5	kekms結果		0
okeks	結果	kekka	3	kunrei	1	5	okeks結果		0
kekka	結果	kekka	0	waapuro	0	0	kekka結果		0
kemka	結果	kekka	1	waapuro	0	0	kemka結果		0
keia	結果	kekka	2	waapuro	0	0	keia結果		0
kseksa	結果	kekka	3	waapuro	0	0	kseksa結果		0
kekk	結果	kekk	0	waapuro	1	4	kekk結果		0
ekk	結果	kekk	1	waapuro	1	4	ekk結果		0
ikek	結果	kekk	2	waapuro	1	4	ikek結果		0
ek	結果	kekk	3	waapuro	1	4	ek結果		0
kek	結果	kek	0	waapuro	1	3	kek結果		0
krk	結果	kek	1	waapuro	1	3	krk結果		0
ke	結果	kek	2	waapuro	1	3	ke結果		0
i	結果	kek	3	waapuro	1	3	i結果		0
shinpai	心配	shinpai	0	hepburn	0	0	shinpai心配		0
shinapi	心配	shinpai	1	hepburn	0	0	shinapi心配		0
hsnipai	心配	shinpai	2	hepburn	0	0	hsnipai心配		0
sbinpqao	心配	shinpai	3	hepburn	0	0	sbinpqao心配		0
shin	心配	shin	0	hepburn	1	4	shin心配		0
snin	心配	shin	1	hepburn	1	4	snin心配		0
hsij	心配	shin	2	hepburn	1	4	hsij心配		0
zjun	心配	shin	3	hepburn	1	4	zjun心配		0
sh	心配	sh	0	hepburn	1	2	sh心配		0
dh	心配	sh	1	hepburn	1	2	dh心配		0
nhs	心配	sh	2	hepburn	1	2	nhs心配		0
xsh	心配	sh	3	hepburn	1	2	xsh心配		0
sinpai	心配	sinpai	0	kunrei	0	0	sinpai心配		0
sinpaij	心配	sinpai	1	kunrei	0	0	sinpaij心配		0
zsnpai	心配	sinpai	2	kunrei	0	0	zsnpai心配		0
osnoai	心配	sinpai	3	kunrei	0	0	osnoai心配		0
sinpa	心配	sinpa	0	kunrei	1	5	sinpa心配		0
snpa	心配	sinpa	1	kunrei	1	5	snpa心配		0
snpaq	心配	sinpa	2	kunrei	1	5	snpaq心配		0
siqnp	心配	sinpa	3	kunrei	1	5	siqnp心配		0
sin	心配	sin	0	kunrei	1	3	sin心配		0
sim	心配	sin	1	kunrei	1	3	sim心配		0
inm	心配	sin	2	kunrei	1	3	inm心配		0
ri	心配	sin	3	kunrei	1	3	ri心配		0
shinpai	心配	shinpai	0	waapuro	0	0	shinpai心配		0
shinopai	心配	shinpai	1	waapuro	0	0	shinopai心配		0
shinpai	心配	shinpai	2	waapuro	0	0	shinpai心配		0
snipsi	心配	shinpai	3	waapuro	0	0	snipsi心配		0
shinpai	心配	shinpai	0	waapuro	1	7	shinpai心配		0
hsinpai	心配	shinpai	1	waapuro	1	7	hsinpai心配		0
hsoinpai	心配	shinpai	2	waapuro	1	7	hsoinpai心配		0
shimpw	心配	shinpai	3	waapuro	1	7	shimpw心配		0
s	心配	s	0	waapuro	1	1	s心配		0
w	心配	s	1	waapuro	1	1	w心配		0
r	心配	s	2	waapuro	1	1	r心配		0
e	心配	s	3	waapuro	1	1	e心配		0
raishuu	来週	raishuu	0	hepburn	0	0	raishuu来週		0
raisjuu	来週	raishuu	1	hepburn	0	0	raisjuu来週		0
raishu	来週	raishuu	2	hepburn	0	0	raishu来週		0
rsshuu	来週	raishuu	3	hepburn	0	0	rsshuu来週		0
raishu	来週	raishu	0	hepburn	1	6	raishu来週		0
raushu	来週	raishu	1	hepburn	1	6	raushu来週		0
rahsu	来週	raishu	2	hepburn	1	6	rahsu来週		0
fsihsu	来週	raishu	3	hepburn	1	6	fsihsu来週		0
r	来週	r	0	hepburn	1	1	r来週		0
	来週	r	1	hepburn	1	1	来週		0
t	来週	r	2	hepburn	1	1	t来週		0
w	来週	r	3	hepburn	1	1	w来週		0
raisyuu	来週	raisyuu	0	kunrei	0	0	raisyuu来週		0
raiyuu	来週	raisyuu	1	kunrei	0	0	raiyuu来週		0
raieyuu	来週	raisyuu	2	kunrei	0	0	raieyuu来週		0
aisyh	来週	raisyuu	3	kunrei	0	0	aisyh来週		0
raisyuu	来週	raisyuu	0	kunrei	1	7	raisyuu来週		0
raisuu	来週	raisyuu	1	kunrei	1	7	raisuu来週		0
frasiyuu	来週	raisyuu	2	kunrei	1	7	frasiyuu来週		0
risyyuuj	来週	raisyuu	3	kunrei	1	7	risyyuuj来週		0
r	来週	r	0	kunrei	1	1	r来週		0
t	来週	r	1	kunrei	1	1	t来週		0
de	来週	r	2	kunrei	1	1	de来週		0
d	来週	r	3	kunrei	1	1	d来週		0
raisyuu	来週	raisyuu	0	waapuro	0	0	raisyuu来週		0
rasiyuu	来週	raisyuu	1	waapuro	0	0	rasiyuu来週		0
rasyuj	来週	raisyuu	2	waapuro	0	0	rasyuj来週		0
raizuuu	来週	raisyuu	3	waapuro	0	0	raizuuu来週		0
raisyu	来週	raisyu	0	waapuro	1	6	raisyu来週		0
raisyuh	来週	raisyu	1	waapuro	1	6	raisyuh来週		0
raiysiu	来週	raisyu	2	waapuro	1	6	raiysiu来週		0
raisgu	来週	raisyu	3	waapuro	1	6	raisgu来週		0
rais	来週	rais	0	waapuro	1	4	rais来週		0
aris	来週	rais	1	waapuro	1	4	aris来週		0
trasi	来週	rais	2	waapuro	1	4	trasi来週		0
rqaxs	来週	rais	3	waapuro	1	4	rqaxs来週		0
atarashii	新しい	atarashii	0	hepburn	0	0	atarashii新しい		0
tarashii	新しい	atarashii	1	hepburn	0	0	tarashii新しい		0
atarashkoi	新しい	atarashii	2	hepburn	0	0	atarashkoi新しい		0
arahii	新しい	atarashii	3	hepburn	0	0	arahii新しい		0
ata	新しい	ata	0	hepburn	1	3	ata新しい		0
aat	新しい	ata	1	hepburn	1	3	aat新しい		0
ta	新しい	ata	2	hepburn	1	3	ta新しい		0
ftaaz	新しい	ata	3	hepburn	1	3	ftaaz新しい		0
atarash	新しい	atarash	0	hepburn	1	7	atarash新しい		0
atarasjh	新しい	atarash	1	hepburn	1	7	atarasjh新しい		0
atarh	新しい	atarash	2	hepburn	1	7	atarh新しい		0
tafrah	新しい	atarash	3	hepburn	1	7	tafrah新しい		0
atarasii	新しい	atarasii	0	kunrei	0	0	atarasii新しい		0
atraasii	新しい	atarasii	1	kunrei	0	0	atraasii新しい		0
aatrssii	新しい	atarasii	2	kunrei	0	0	aatrssii新しい		0
araaii	新しい	atarasii	3	kunrei	0	0	araaii新しい		0
atarasii	新しい	atarasii	0	kunrei	1	8	atarasii新しい		0
ayarasii	新しい	atarasii	1	kunrei	1	8	ayarasii新しい		0
atafrasi	新しい	atarasii	2	kunrei	1	8	atafrasi新しい		0
aataii	新しい	atarasii	3	kunrei	1	8	aataii新しい		0
at	新しい	at	0	kunrei	1	2	at新しい		0
atg	新しい	at	1	kunrei	1	2	atg新しい		0
	新しい	at	2	kunrei	1	2	新しい		0
wqt	新しい	at	3	kunrei	1	2	wqt新しい		0
atarashii	新しい	atarashii	0	waapuro	0	0	atarashii新しい		0
atarashii	新しい	atarashii	1	waapuro	0	0	atarashii新しい		0
atqrashkii	新しい	atarashii	2	waapuro	0	0	atqrashkii新しい		0
atdaasihi	新しい	atarashii	3	waapuro	0	0	atdaasihi新しい		0
atarash	新しい	atarash	0	waapuro	1	7	atarash新しい		0
aatrash	新しい	atarash	1	waapuro	1	7	aatrash新しい		0
ataas	新しい	atarash	2	waapuro	1	7	ataas新しい		0
atatash	新しい	atarash	3	waapuro	1	7	atatash新しい		0
atarashii	新しい	atarashii	0	waapuro	1	9	atarashii新しい		0
atarashii	新しい	atarashii	1	waapuro	1	9	atarashii新しい		0
tarasjii	新しい	atarashii	2	waapuro	1	9	tarasjii新しい		0
atarazhii	新しい	atarashii	3	waapuro	1	9	atarazhii新しい		0
shigoto	仕事	shigoto	0	hepburn	0	0	shigoto仕事		0
shiogto	仕事	shigoto	1	hepburn	0	0	shiogto仕事		0
hiboto	仕事	shigoto	2	hepburn	0	0	hiboto仕事		0
hsivgotlo	仕事	shigoto	3	hepburn	0	0	hsivgotlo仕事		0
shigo	仕事	shigo	0	hepburn	1	5	shigo仕事		0
shigl	仕事	shigo	1	hepburn	1	5	shigl仕事		0
sho	仕事	shigo	2	hepburn	1	5	sho仕事		0
shkgik	仕事	shigo	3	hepburn	1	5	shkgik仕事		0
shigoto	仕事	shigoto	0	hepburn	1	7	shigoto仕事		0
sigoto	仕事	shigoto	1	hepburn	1	7	sigoto仕事		0
shiotgo	仕事	shigoto	2	hepburn	1	7	shiotgo仕事		0
snoto	仕事	shigoto	3	hepburn	1	7	snoto仕事		0
sigoto	仕事	sigoto	0	kunrei	0	0	sigoto仕事		0
siogto	仕事	sigoto	1	kunrei	0	0	siogto仕事		0
esigito	仕事	sigoto	2	kunrei	0	0	esigito仕事		0
gsoito	仕事	sigoto	3	kunrei	0	0	gsoito仕事		0
si	仕事	si	0	kunrei	1	2	si仕事		0
i	仕事	si	1	kunrei	1	2	i仕事		0
	仕事	si	2	kunrei	1	2	仕事		0
ioi	仕事	si	3	kunrei	1	2	ioi仕事		0
sigoto	仕事	sigoto	0	kunrei	1	6	sigoto仕事		0
sigoot	仕事	sigoto	1	kunrei	1	6	sigoot仕事		0
eigkto	仕事	sigoto	2	kunrei	1	6	eigkto仕事		0
isgook	仕事	sigoto	3	kunrei	1	6	isgook仕事		0
shigoto	仕事	shigoto	0	waapuro	0	0	shigoto仕事		0
shigotpo	仕事	shigoto	1	waapuro	0	0	shigotpo仕事		0
shbigoto	仕事	shigoto	2	waapuro	0	0	shbigoto仕事		0
shkgtp	仕事	shigoto	3	waapuro	0	0	shkgtp仕事		0
shigo	仕事	shigo	0	waapuro	1	5	shigo仕事		0
shig	仕事	shigo	1	waapuro	1	5	shig仕事		0
azshigo	仕事	shigo	2	waapuro	1	5	azshigo仕事		0
sohio	仕事	shigo	3	waapuro	1	5	sohio仕事		0
shig	仕事	shig	0	waapuro	1	4	shig仕事		0
shi	仕事	shig	1	waapuro	1	4	shi仕事		0
sji	仕事	shig	2	waapuro	1	4	sji仕事		0
zesbig	仕事	shig	3	waapuro	1	4	zesbig仕事		0
hajimaru	始まる	hajimaru	0	hepburn	0	0	hajimaru始まる		0
hahimaru	始まる	hajimaru	1	hepburn	0	0	hahimaru始まる		0
aijmaru	始まる	hajimaru	2	hepburn	0	0	aijmaru始まる		0
ajmiary	始まる	hajimaru	3	hepburn	0	0	ajmiary始まる		0
ha	始まる	ha	0	hepburn	1	2	ha始まる		0
h	始まる	ha	1	hepburn	1	2	h始まる		0
	始まる	ha	2	hepburn	1	2	始まる		0
hah	始まる	ha	3	hepburn	1	2	hah始まる		0
hajima	始まる	hajima	0	hepburn	1	6	hajima始まる		0
hajmia	始まる	hajima	1	hepburn	1	6	hajmia始まる		0
hainjma	始まる	hajima	2	hepburn	1	6	hainjma始まる		0
bqjia	始まる	hajima	3	hepburn	1	6	bqjia始まる		0
hazimaru	始まる	hazimaru	0	kunrei	0	0	hazimaru始まる		0
hzaimaru	始まる	hazimaru	1	kunrei	0	0	hzaimaru始まる		0
hazoiaru	始まる	hazimaru	2	kunrei	0	0	hazoiaru始まる		0
hazijzry	始まる	hazimaru	3	kunrei	0	0	hazijzry始まる		0
h	始まる	h	0	kunrei	1	1	h始まる		0
hu	始まる	h	1	kunrei	1	1	hu始まる		0
q	始まる	h	2	kunrei	1	1	q始まる		0
gu	始まる	h	3	kunrei	1	1	gu始まる		0
hazima	始まる	hazima	0	kunrei	1	6	hazima始まる		0
hazkma	始まる	hazima	1	kunrei	1	6	hazkma始まる		0
hzimas	始まる	hazima	2	kunrei	1	6	hzimas始まる		0
hqaszimw	始まる	hazima	3	kunrei	1	6	hqaszimw始まる		0
hajimaru	始まる	hajimaru	0	waapuro	0	0	hajimaru始まる		0
hajimru	始まる	hajimaru	1	waapuro	0	0	hajimru始まる		0
ahjimru	始まる	hajimaru	2	waapuro	0	0	ahjimru始まる		0
hzajkmau	始まる	hajimaru	3	waapuro	0	0	hzajkmau始まる		0
haj	始まる	haj	0	waapuro	1	3	haj始まる		0
hqj	始まる	haj	1	waapuro	1	3	hqj始まる		0
hza	始まる	haj	2	waapuro	1	3	hza始まる		0
jsah	始まる	haj	3	waapuro	1	3	jsah始まる		0
hajim	始まる	hajim	0	waapuro	1	5	hajim始まる		0
haujim	始まる	hajim	1	waapuro	1	5	haujim始まる		0
hasjim	始まる	hajim	2	waapuro	1	5	hasjim始まる		0
hasmim	始まる	hajim	3	waapuro	1	5	hasmim始まる		0
kippu	切符	kippu	0	hepburn	0	0	kippu切符		0
kippu	切符	kippu	1	hepburn	0	0	kippu切符		0
koppu	切符	kippu	2	hepburn	0	0	koppu切符		0
mipupo	切符	kippu	3	hepburn	0	0	mipupo切符		0
kip	切符	kip	0	hepburn	1	3	kip切符		0
ip	切符	kip	1	hepburn	1	3	ip切符		0
kp	切符	kip	2	hepburn	1	3	kp切符		0
uukp	切符	kip	3	hepburn	1	3	uukp切符		0
ki	切符	ki	0	hepburn	1	2	ki切符		0
oi	切符	ki	1	hepburn	1	2	oi切符		0
ii	切符	ki	2	hepburn	1	2	ii切符		0
iki	切符	ki	3	hepburn	1	2	iki切符		0
kippu	切符	kippu	0	kunrei	0	0	kippu切符		0
kipup	切符	kippu	1	kunrei	0	0	kipup切符		0
kjiplu	切符	kippu	2	kunrei	0	0	kjiplu切符		0
iioplu	切符	kippu	3	kunrei	0	0	iioplu切符		0
ki	切符	ki	0	kunrei	1	2	ki切符		0
kki	切符	ki	1	kunrei	1	2	kki切符		0
oik	切符	ki	2	kunrei	1	2	oik切符		0
op	切符	ki	3	kunrei	1	2	op切符		0
k	切符	k	0	kunrei	1	1	k切符		0
i	切符	k	1	kunrei	1	1	i切符		0
z	切符	k	2	kunrei	1	1	z切符		0
mo	切符	k	3	kunrei	1	1	mo切符		0
kippu	切符	kippu	0	waapuro	0	0	kippu切符		0
kippiu	切符	kippu	1	waapuro	0	0	kippiu切符		0
ikppyu	切符	kippu	2	waapuro	0	0	ikppyu切符		0
uikplu	切符	kippu	3	waapuro	0	0	uikplu切符		0
ki	切符	ki	0	waapuro	1	2	ki切符		0
ku	切符	ki	1	waapuro	1	2	ku切符		0
im	切符	ki	2	waapuro	1	2	im切符		0
pi	切符	ki	3	waapuro	1	2	pi切符		0
kip	切符	kip	0	waapuro	1	3	kip切符		0
ikp	切符	kip	1	waapuro	1	3	ikp切符		0
kpio	切符	kip	2	waapuro	1	3	kpio切符		0
i	切符	kip	3	waapuro	1	3	i切符		0
katsu	買っ	katsu	0	hepburn	0	0	katsu買っ		0
aktsu	買っ	katsu	1	hepburn	0	0	aktsu買っ		0
katws	買っ	katsu	2	hepburn	0	0	katws買っ		0
ikztwu	買っ	katsu	3	hepburn	0	0	ikztwu買っ		0
k	買っ	k	0	hepburn	1	1	k買っ		0
ko	買っ	k	1	hepburn	1	1	ko買っ		0
k	買っ	k	2	hepburn	1	1	k買っ		0
j	買っ	k	3	hepburn	1	1	j買っ		0
katsu	買っ	katsu	0	hepburn	1	5	katsu買っ		0
katsuh	買っ	katsu	1	hepburn	1	5	katsuh買っ		0
ksatsh	買っ	katsu	2	hepburn	1	5	ksatsh買っ		0
satsu	買っ	katsu	3	hepburn	1	5	satsu買っ		0
katsu	買っ	katsu	0	kunrei	0	0	katsu買っ		0
kaftsu	買っ	katsu	1	kunrei	0	0	kaftsu買っ		0
ktsu	買っ	katsu	2	kunrei	0	0	ktsu買っ		0
ktaui	買っ	katsu	3	kunrei	0	0	ktaui買っ		0
katsu	買っ	katsu	0	kunrei	1	5	katsu買っ		0
katus	買っ	katsu	1	kunrei	1	5	katus買っ		0
atsi	買っ	katsu	2	kunrei	1	5	atsi買っ		0
katsiu	買っ	katsu	3	kunrei	1	5	katsiu買っ		0
kats	買っ	kats	0	kunrei	1	4	kats買っ		0
kafts	買っ	kats	1	kunrei	1	4	kafts買っ		0
jat	買っ	kats	2	kunrei	1	4	jat買っ		0
jats	買っ	kats	3	kunrei	1	4	jats買っ		0
katsu	買っ	katsu	0	waapuro	0	0	katsu買っ		0
kwtsu	買っ	katsu	1	waapuro	0	0	kwtsu買っ		0
ktawsu	買っ	katsu	2	waapuro	0	0	ktawsu買っ		0
qstu	買っ	katsu	3	waapuro	0	0	qstu買っ		0
kats	買っ	kats	0	waapuro	1	4	kats買っ		0
kat	買っ	kats	1	waapuro	1	4	kat買っ		0
kytas	買っ	kats	2	waapuro	1	4	kytas買っ		0
laes	買っ	kats	3	waapuro	1	4	laes買っ		0
kat	買っ	kat	0	waapuro	1	3	kat買っ		0
kst	買っ	kat	1	waapuro	1	3	kst買っ		0
ta	買っ	kat	2	waapuro	1	3	ta買っ		0
kita	買っ	kat	3	waapuro	1	3	kita買っ		0
densha	電車	densha	0	hepburn	0	0	densha電車		0
ensha	電車	densha	1	hepburn	0	0	ensha電車		0
dejzsha	電車	densha	2	hepburn	0	0	dejzsha電車		0
dnsehaz	電車	densha	3	hepburn	0	0	dnsehaz電車		0
den	電車	den	0	hepburn	1	3	den電車		0
deh	電車	den	1	hepburn	1	3	deh電車		0
dehn	電車	den	2	hepburn	1	3	dehn電車		0
edbb	電車	den	3	hepburn	1	3	edbb電車		0
dens	電車	dens	0	hepburn	1	4	dens電車		0
dnes	電車	dens	1	hepburn	1	4	dnes電車		0
dns	電車	dens	2	hepburn	1	4	dns電車		0
ned	電車	dens	3	hepburn	1	4	ned電車		0
densya	電車	densya	0	kunrei	0	0	densya電車		0
denysa	電車	densya	1	kunrei	0	0	denysa電車		0
dssya	電車	densya	2	kunrei	0	0	dssya電車		0
ednysa	電車	densya	3	kunrei	0	0	ednysa電車		0
densy	電車	densy	0	kunrei	1	5	densy電車		0
cdensy	電車	densy	1	kunrei	1	5	cdensy電車		0
drensyu	電車	densy	2	kunrei	1	5	drensyu電車		0
eesby	電車	densy	3	kunrei	1	5	eesby電車		0
densya	電車	densya	0	kunrei	1	6	densya電車		0
denya	電車	densya	1	kunrei	1	6	denya電車		0
edensy	電車	densya	2	kunrei	1	6	edensy電車		0
denesya	電車	densya	3	kunrei	1	6	denesya電車		0
densya	電車	densya	0	waapuro	0	0	densya電車		0
debnsya	電車	densya	1	waapuro	0	0	debnsya電車		0
renya	電車	densya	2	waapuro	0	0	renya電車		0
denha	電車	densya	3	waapuro	0	0	denha電車		0
d	電車	d	0	waapuro	1	1	d電車		0
f	電車	d	1	waapuro	1	1	f電車		0
s	電車	d	2	waapuro	1	1	s電車		0
sx	電車	d	3	waapuro	1	1	sx電車		0
den	電車	den	0	waapuro	1	3	den電車		0
de	電車	den	1	waapuro	1	3	de電車		0
dw	電車	den	2	waapuro	1	3	dw電車		0
edm	電車	den	3	waapuro	1	3	edm電車		0
notsu	乗っ	notsu	0	hepburn	0	0	notsu乗っ		0
notu	乗っ	notsu	1	hepburn	0	0	notu乗っ		0
nyosu	乗っ	notsu	2	hepburn	0	0	nyosu乗っ		0
tnsu	乗っ	notsu	3	hepburn	0	0	tnsu乗っ		0
not	乗っ	not	0	hepburn	1	3	not乗っ		0
nt	乗っ	not	1	hepburn	1	3	nt乗っ		0
nmot	乗っ	not	2	hepburn	1	3	nmot乗っ		0
bt	乗っ	not	3	hepburn	1	3	bt乗っ		0
notsu	乗っ	notsu	0	hepburn	1	5	notsu乗っ		0
notus	乗っ	notsu	1	hepburn	1	5	notus乗っ		0
nofts	乗っ	notsu	2	hepburn	1	5	nofts乗っ		0
nytsu	乗っ	notsu	3	hepburn	1	5	nytsu乗っ		0
notsu	乗っ	notsu	0	kunrei	0	0	notsu乗っ		0
notus	乗っ	notsu	1	kunrei	0	0	notus乗っ		0
nptsuh	乗っ	notsu	2	kunrei	0	0	nptsuh乗っ		0
bnotsuy	乗っ	notsu	3	kunrei	0	0	bnotsuy乗っ		0
not	乗っ	not	0	kunrei	1	3	not乗っ		0
ont	乗っ	not	1	kunrei	1	3	ont乗っ		0
hnlt	乗っ	not	2	kunrei	1	3	hnlt乗っ		0
ngo	乗っ	not	3	kunrei	1	3	ngo乗っ		0
n	乗っ	n	0	kunrei	1	1	n乗っ		0
b	乗っ	n	1	kunrei	1	1	b乗っ		0
h	乗っ	n	2	kunrei	1	1	h乗っ		0
nm	乗っ	n	3	kunrei	1	1	nm乗っ		0
notsu	乗っ	notsu	0	waapuro	0	0	notsu乗っ		0
nptsu	乗っ	notsu	1	waapuro	0	0	nptsu乗っ		0
nkts	乗っ	notsu	2	waapuro	0	0	nkts乗っ		0
ost	乗っ	notsu	3	waapuro	0	0	ost乗っ		0
not	乗っ	not	0	waapuro	1	3	not乗っ		0
npt	乗っ	not	1	waapuro	1	3	npt乗っ		0
nyo	乗っ	not	2	waapuro	1	3	nyo乗っ		0
nof	乗っ	not	3	waapuro	1	3	nof乗っ		0
notsu	乗っ	notsu	0	waapuro	1	5	notsu乗っ		0
nosu	乗っ	notsu	1	waapuro	1	5	nosu乗っ		0
notshu	乗っ	notsu	2	waapuro	1	5	notshu乗っ		0
njnktsu	乗っ	notsu	3	waapuro	1	5	njnktsu乗っ		0
happyou	発表	happyou	0	hepburn	0	0	happyou発表		0
haopyou	発表	happyou	1	hepburn	0	0	haopyou発表		0
